COM_ACCOUNT#,,COM_COMPANYNAME,,,,COM_LOCKAR,COM_FINANCEDAYS,,AR_TOTAL,,AR_PAID,,Balance,,,L/U,,ML
"15,349.00",,GERMAN DELI,,,,Y,1,200.00,,,200.00,,0.00,,,,,
"15,351.00",,MYERS TIRE SUPPLY-PHOENIX,,,,,60,792.00,,,792.00,,0.00,,,,,
"15,356.00",,FISHER TOOLS,,,,,1,716.48,,,716.48,,0.00,,,,,
"15,357.00",,"BIOSPHERE FUELS, LLC",,,,Y,10,"261,226.14",,,"261,226.14",,0.00,,,,Y,
"15,360.00",,"M.C.I FOODS, INC",,,,,30,"17,960.00",,,"17,600.00",,360.00,,,,,N
"15,362.00",,CON AMORE RESTAURANT,,,,Y,5,"1,250.00",,,"1,250.00",,0.00,,,,,
"15,365.00",,"BIODICO, INC",,,,,1,"39,428.41",,,"39,428.41",,0.00,,,,,
"15,368.00",,GREEN CRUSH,,,,Y,1,125.00,,,125.00,,0.00,,,,,Y
"15,369.00",,ALBERTO HESPERIA,,,,Y,1,600.00,,,500.00,,100.00,,,,Y,
"15,370.00",,SUSHI DAKE,,,,,5,555.00,,,555.00,,0.00,,,,,
"15,373.00",,LOS PANCHOS,,,,Y,1,580.00,,,455.00,,125.00,,,,Y,
"15,374.00",,EL CHAPIN,,,,Y,1,375.00,,,375.00,,0.00,,,,,
"15,375.00",,JADE CHINA,,,,Y,1,562.50,,,562.50,,0.00,,,,,
"15,376.00",,IDR ENVIRONMENTAL SERVICES,,,,,30,"10,087.50",,,"10,012.50",,75.00,,,,,
"15,378.00",,CASA FRESCA TACOS,,,,Y,1,427.50,,,427.50,,0.00,,,,,
"15,380.00",,HUNTER PACIFIC GROUP,,,,,30,"176,098.00",,,"150,183.00",,"25,915.00",,,,,N
"15,381.00",,SERGIO PEREZ,,,,Y,30,"2,496.20",,,"2,496.20",,0.00,,,,Y,
"15,385.00",,ZARA INVESTMENTS LLC,,,,,1,"4,595.00",,,"4,595.00",,0.00,,,,,
"15,386.00",,S&H DONUTS,,,,Y,1,405.00,,,405.00,,0.00,,,,,
"15,387.00",,DEL TACO #883,,,,,1,"1,100.00",,,"1,100.00",,0.00,,,,,N
"15,388.00",,ON THE BORDER,,,,Y,5,"3,300.00",,,"3,300.00",,0.00,,,,,
"15,391.00",,GALLANT BUILDING SOLUTIONS,,,,Y,30,"13,526.00",,,"13,126.00",,400.00,,,,Y,N
"15,394.00",,BAJA TACO,,,,Y,1,"1,375.00",,,"1,375.00",,0.00,,,,,
"15,396.00",,DEL TACO 875,,,,,30,"2,155.00",,,"2,155.00",,0.00,,,,,
"15,397.00",,DEL TACO,,,,Y,30,"2,485.00",,,"2,485.00",,0.00,,,,Y,
"15,399.00",,EL MARINERO,,,,Y,1,375.00,,,375.00,,0.00,,,,,
"15,401.00",,CACTUS CANTINA,,,,Y,5,"1,650.00",,,"1,320.00",,330.00,,,,Y,
"15,402.00",,PEPPER THIA,,,,Y,1,750.00,,,750.00,,0.00,,,,,
"15,403.00",,EASTERN BUFFET,,,,,1,375.00,,,375.00,,0.00,,,,,
"15,406.00",,EL RANCHERO,,,,Y,5,990.00,,,510.00,,480.00,,,,Y,
"15,407.00",,DON HEADRICK,,,,,30,"2,620.10",,,"2,620.10",,0.00,,,,,
"15,408.00",,DEL TACO #1068,,,,,30,"1,100.00",,,880.00,,220.00,,,,,N
"15,409.00",,CARINOS #1623,,,,Y,1,"2,160.00",,,"1,800.00",,360.00,,,,Y,
"15,410.00",,HEREFORD FEEDYARD,,,,Y,1,"5,973.66",,,"5,973.66",,0.00,,,,,
"15,411.00",,DEL TACO #248,,,,,1,"1,100.00",,,"1,100.00",,0.00,,,,,N
"15,412.00",,PLAZA AT SUNRISE/SPINELLO PROP,,,,Y,30,"2,500.00",,,"2,500.00",,0.00,,,,Y,
"15,413.00",,BOBBY DETROIT,,,,Y,1,600.00,,,600.00,,0.00,,,,,
"15,414.00",,SUSHI HOUSE,,,,Y,1,"1,100.00",,,"1,100.00",,0.00,,,,,
"15,416.00",,IPM SERVICES,,,,,10,"32,338.60",,,"32,338.60",,0.00,,,,,
"15,417.00",,ALPINE PACIFIC NUT CO,,,,,30,"14,568.68",,,"14,568.68",,0.00,,,,,
"15,421.00",,BAJA BETTYS,,,,Y,5,200.00,,,200.00,,0.00,,,,,
"15,422.00",,GOSSIP GRILL,,,,Y,1,500.00,,,500.00,,0.00,,,,,
"15,424.00",,FREDDIES STEAK BURGERS,,,,Y,1,"1,650.00",,,"1,320.00",,330.00,,,,Y,
"15,425.00",,ARBY'S,,,,Y,1,300.00,,,300.00,,0.00,,,,,
"15,426.00",,NORTHWEST GRAINS INTERNATIONAL,,,,,30,"16,227.20",,,"16,227.20",,0.00,,,,,
"15,427.00",,GTW OF TAMPA,,,,Y,30,"13,914.31",,,"13,914.31",,0.00,,,,Y,
"15,428.00",,FLYERS ENERGY LLC,,,,,30,"3,942,877.77",,,"3,906,561.24",,"36,316.53",,,,,
"15,430.00",,PHO 7 COW,,,,Y,1,700.00,,,700.00,,0.00,,,,,
"15,431.00",,SAVOUR CAFE & BAKERY,,,,Y,1,200.00,,,200.00,,0.00,,,,,
"15,432.00",,JERSEY PIZZA,,,,Y,1,960.00,,,960.00,,0.00,,,,,
"15,433.00",,"CORRALES DAIRY, LLC",,,,,30,"80,296.38",,,"74,280.51",,"6,015.87",,,,,
"15,435.00",,ROMAS PIZZA,,,,Y,1,180.00,,,100.00,,80.00,,,,Y,
"15,439.00",,YOSHINOYA,,,,Y,1,502.50,,,502.50,,0.00,,,,,
"15,440.00",,MCDONALDS #14199,,,,,30,"1,125.00",,,"1,125.00",,0.00,,,,,N
"15,446.00",,THE LUXE BUFFET,,,,Y,1,600.00,,,600.00,,0.00,,,,,
"15,449.00",,NORTH TRI PALM DAIRY,,,,,30,"186,105.93",,,"186,105.93",,0.00,,,,,
"15,453.00",,SUNDOWN FOODS USA,,,,Y,30,"11,311.04",,,"10,274.40",,"1,036.64",,,,Y,N
"15,454.00",,SAWA SUSHI,,,,,1,375.00,,,375.00,,0.00,,,,,
"15,455.00",,DUSTIN DE GRAAF,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"15,457.00",,BEIJING EXPRESS,,,,Y,5,-102.50,,,-102.50,,0.00,,,,,
"15,458.00",,YANG NOODLE HOUSE,,,,Y,1,680.00,,,680.00,,0.00,,,,,
"15,459.00",,ESPINOZA FAMILY RESTAURANT,,,,Y,5,"1,360.00",,,"1,360.00",,0.00,,,,,
"15,461.00",,RALLY'S,,,,Y,1,900.00,,,300.00,,600.00,,,,Y,
"15,463.00",,INDUSTRIAL EXCHANGER,,,,Y,1,400.00,,,400.00,,0.00,,,,,
"15,466.00",,F.B.A.C.,,,,,30,"99,094.45",,,"99,094.45",,0.00,,,,,
"15,467.00",,SOL SPORTS RESTAURANT,,,,Y,1,375.00,,,375.00,,0.00,,,,,
"15,468.00",,A &S BROTHERS INC,,,,,30,0.00,,,0.00,,0.00,,,,,
"15,471.00",,ALPS VILLAGE,,,,,1,750.00,,,750.00,,0.00,,,,,
"15,475.00",,EL ZARAPE,,,,Y,1,665.00,,,665.00,,0.00,,,,,
"15,476.00",,LA ZOO,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"15,477.00",,"GANADERA MEXICALI, SA DE CV",,,,Y,7,"581,429.30",,,"581,449.30",,-20.00,,,,Y,
"15,478.00",,THE MITTEN,,,,Y,1,925.00,,,825.00,,100.00,,,,Y,
"15,479.00",,FARMER BOYS COMMERCE,,,,Y,1,0.00,,,0.00,,0.00,,,,,Y
"15,480.00",,BEST WOK CALIMESA,,,,Y,1,400.00,,,400.00,,0.00,,,,,
"15,481.00",,AMAPOLAS RICO TACO,,,,Y,5,405.00,,,405.00,,0.00,,,,,
"15,482.00",,WOLFSKILL,,,,Y,1,895.00,,,895.00,,0.00,,,,,
"15,483.00",,KT TIRE & SERVICE INC.,,,,,1,640.00,,,640.00,,0.00,,,,,
"15,484.00",,OLIVE GARDEN,,,,Y,30,345.00,,,345.00,,0.00,,,,Y,
"15,485.00",,COSMO BISTRO,,,,Y,1,"1,080.00",,,"1,080.00",,0.00,,,,,
"15,486.00",,QUICK BITES,,,,,30,"6,936.00",,,"6,166.00",,770.00,,,,,N
"15,488.00",,CJ'S STIR IT UP MONGOLIAN #2,,,,,1,625.00,,,625.00,,0.00,,,,,
"15,489.00",,SHANGHAI RESTAURANT,,,,Y,1,528.00,,,288.00,,240.00,,,,Y,
"15,492.00",,MATHEWS DAIRY LLC,,,,,50,"93,053.04",,,"80,522.02",,"12,531.02",,,,,
"15,493.00",,HOMESTEAD DAIRY,,,,Y,1,"1,680.22",,,"1,680.22",,0.00,,,,,Y
"15,494.00",,MILK MAID DAIRY,,,,,30,"173,775.78",,,"171,595.28",,"2,180.50",,,,,
"15,495.00",,MILK RIVER DAIRY,,,,,30,"40,750.81",,,"40,750.81",,0.00,,,,,
"15,497.00",,"NEW WEST TRANSPORTATION, INC.",,,,,30,"5,470.00",,,"5,470.00",,0.00,,,,,
"15,499.00",,SILVA & SON DAIRY,,,,,30,"7,750.40",,,"7,750.40",,0.00,,,,,
"15,501.00",,GARIBALDI MEAT MARKET,,,,Y,5,250.00,,,250.00,,0.00,,,,,
"15,502.00",,ARBYS,,,,Y,5,300.00,,,300.00,,0.00,,,,,
"15,503.00",,FORMOSA,,,,Y,5,720.00,,,720.00,,0.00,,,,,
"15,504.00",,MIEGA SUSHI,,,,Y,5,264.00,,,264.00,,0.00,,,,,
"15,505.00",,EL SUSHI LOCO,,,,Y,5,480.00,,,480.00,,0.00,,,,,
"15,506.00",,OYA SUSHI,,,,Y,5,240.00,,,240.00,,0.00,,,,,
"15,507.00",,VOLCANO HAWAIIAN BBQ,,,,Y,5,720.00,,,480.00,,240.00,,,,Y,
"15,508.00",,VICKYS,,,,Y,5,972.00,,,648.00,,324.00,,,,Y,
"15,510.00",,C'LOS,,,,Y,5,375.00,,,375.00,,0.00,,,,,
"15,511.00",,THAI SPICE,,,,Y,5,324.00,,,0.00,,324.00,,,,Y,
"15,512.00",,ROKUAN,,,,Y,5,100.00,,,100.00,,0.00,,,,,
"15,517.00",,SOUTH COAST RECYCLING,,,,,30,425.00,,,978.00,,-553.00,,,,,
"15,519.00",,TAQUERIA LA VILLA,,,,Y,5,607.50,,,607.50,,0.00,,,,,
"15,522.00",,TONY'S BURGERS,,,,Y,5,500.00,,,500.00,,0.00,,,,,
"15,523.00",,JESUS LOPEZ,,,,,30,0.00,,,0.00,,0.00,,,,,
"15,524.00",,BOTO SUSHI,,,,Y,5,720.00,,,480.00,,240.00,,,,Y,
"15,525.00",,KMB FOODS,,,,,5,"7,206.61",,,"7,206.61",,0.00,,,,,
"15,526.00",,"STACY'S TRUCKING, LLC",,,,Y,10,"1,600.00",,,"1,600.00",,0.00,,,,Y,
"15,529.00",,GOODY'S CAFE-THOUSAND PALMS,,,,Y,5,500.00,,,500.00,,0.00,,,,,
"15,530.00",,CASA MEXICANA,,,,Y,5,720.00,,,480.00,,240.00,,,,Y,
"15,531.00",,FARMER BOYS - ORANGE,,,,,30,"1,200.00",,,"1,200.00",,0.00,,,,,
"15,533.00",,DINO'S RESTAURANT,,,,Y,5,880.00,,,880.00,,0.00,,,,,
"15,534.00",,CABO GRILL & CANTINA,,,,Y,5,"1,040.00",,,960.00,,80.00,,,,Y,
"15,535.00",,COUNTY LINE CATTLE,,,,,30,"128,306.67",,,"123,629.79",,"4,676.88",,,,,
"15,536.00",,MORENAS MEAT MARKET,,,,Y,5,250.00,,,250.00,,0.00,,,,,
"15,539.00",,YOUR PIE,,,,Y,5,300.00,,,300.00,,0.00,,,,,
"15,540.00",,FOOD SHOP,,,,Y,5,320.00,,,320.00,,0.00,,,,,
"15,541.00",,BLUE WATER BOATHOUSE GRILL,,,,Y,1,"4,100.00",,,"4,100.00",,0.00,,,,,
"15,542.00",,FARMER BOYS- POMONA,,,,,30,500.00,,,500.00,,0.00,,,,,
"15,543.00",,SHORELINE COMMODITIES LLC,,,,,30,"44,119.14",,,"44,119.14",,0.00,,,,,
"15,546.00",,PLAYAS DE NAYARIT,,,,,5,480.00,,,480.00,,0.00,,,,,
"15,547.00",,L'OLIVE BISTRO,,,,Y,5,100.00,,,100.00,,0.00,,,,,
"15,549.00",,GOODY'S CAFE,,,,Y,5,864.00,,,864.00,,0.00,,,,,
"15,551.00",,"CAL-STAR DAIRY, LLC",,,,,15,"79,122.73",,,"79,122.73",,0.00,,,,,
"15,552.00",,GREEN CHINA GRILL,,,,Y,5,200.00,,,200.00,,0.00,,,,,
"15,553.00",,HOLLOWAY CONSTRUCTION,,,,,1,"1,095.00",,,"1,095.00",,0.00,,,,,
"15,554.00",,GEN KOREAN BBQ,,,,Y,5,0.00,,,0.00,,0.00,,,,,
"15,555.00",,WESTSIDE DAIRY,,,,,30,"41,187.22",,,"41,187.22",,0.00,,,,,
"15,556.00",,"SOUTH FORK DAIRY, LLC",,,,,30,"17,801.75",,,"17,801.75",,0.00,,,,,
"15,557.00",,THATCHER DAIRY,,,,,30,"5,802.10",,,"3,422.80",,"2,379.30",,,,,
"15,558.00",,LAS UVAS VALLEY DAIRY,,,,Y,20,"505,008.26",,,"405,045.62",,"99,962.64",,,,Y,
"15,559.00",,ADAM & BROOKS INC.,,,,,5,"1,215.00",,,"1,215.00",,0.00,,,,,
"15,560.00",,HIDDEN PARADISE EL SALVADOR,,,,Y,5,270.00,,,270.00,,0.00,,,,,
"15,561.00",,MUSCLE MILL GRILL,,,,,5,288.00,,,288.00,,0.00,,,,,
"15,562.00",,DIAS AND SONS,,,,,45,"110,172.01",,,"94,736.08",,"15,435.93",,,,,
"15,564.00",,SO CAL,,,,Y,5,270.00,,,270.00,,0.00,,,,,
"15,565.00",,KENNEDY FRIED CHICKEN,,,,Y,5,240.00,,,240.00,,0.00,,,,,
"15,567.00",,HIDEOUT PIZZA,,,,Y,5,"1,625.00",,,"1,625.00",,0.00,,,,,
"15,568.00",,EL CANTO DE LAS SIRENAS,,,,Y,5,480.00,,,480.00,,0.00,,,,,
"15,569.00",,PEPSICO -AZ,,,,,60,"11,801.00",,,"11,451.00",,350.00,,,,,
"15,570.00",,DAVIS PLUMBING,,,,Y,5,660.00,,,660.00,,0.00,,,,,
"15,573.00",,LE GOURMET,,,,,5,0.00,,,0.00,,0.00,,,,,
"15,575.00",,GUILLERMO'S RESTAURANT,,,,Y,5,"1,250.00",,,625.00,,625.00,,,,Y,
"15,576.00",,"SHAMROCK MARKETING, INC",,,,,60,"5,371.06",,,"5,371.06",,0.00,,,,,
"15,578.00",,TACO'S EL POBLANO,,,,Y,5,0.00,,,0.00,,0.00,,,,,
"15,579.00",,"FB LARIAT DAIRY, LLC",,,,,30,"29,980.80",,,"29,393.28",,587.52,,,,,
"15,580.00",,LFC FISH MARKET,,,,Y,5,480.00,,,240.00,,240.00,,,,Y,
"15,581.00",,GOLDEN CORRAL POMONA,,,,Y,5,"1,200.00",,,"1,200.00",,0.00,,,,,
"15,582.00",,CALIFORNIA GRILL N' CHILL,,,,Y,5,480.00,,,240.00,,240.00,,,,Y,
"15,583.00",,THE ACE CRAB,,,,Y,5,320.00,,,240.00,,80.00,,,,Y,
"15,584.00",,KNOTTS,,,,,30,"52,187.00",,,"45,287.00",,"6,900.00",,,,,N
"15,586.00",,BUSHFIRE KITCHEN,,,,Y,5,390.00,,,390.00,,0.00,,,,,
"15,587.00",,LOTUS,,,,Y,5,405.00,,,202.50,,202.50,,,,Y,
"15,589.00",,"PREMIER ALFALFA, INC",,,,,30,"1,112.83",,,"1,112.83",,0.00,,,,,
"15,590.00",,GOLDEN DRAGON- UNIVERSITY PKWY,,,,Y,5,375.00,,,374.50,,0.50,,,,Y,
"15,591.00",,GOLDEN DRAGON - PEPPER AVE,,,,Y,5,600.00,,,300.00,,300.00,,,,Y,
"15,592.00",,LEES SANDWICH - LONG BEACH,,,,Y,5,540.00,,,540.00,,0.00,,,,,
"15,593.00",,TACOS DON RAMON,,,,Y,5,405.00,,,405.00,,0.00,,,,,
"15,594.00",,DOMINO'S PIZZA,,,,,30,540.00,,,540.00,,0.00,,,,,
"15,600.00",,VICKY'S,,,,,5,288.00,,,288.00,,0.00,,,,,
"15,601.00",,LA CASA DEL TACO,,,,Y,5,500.00,,,500.00,,0.00,,,,,
"15,604.00",,WING STOP- COACHELLA,,,,Y,5,500.00,,,500.00,,0.00,,,,,
"15,606.00",,VAN DE POL ENTERPRISES,,,,Y,30,"2,079.00",,,"2,079.00",,0.00,,,,Y,
"15,607.00",,SB INDUSTRIAL VACUUM SERVICES,,,,Y,30,"62,291.92",,,"34,487.33",,"27,804.59",,,,Y,
"15,608.00",,MONKEY KING,,,,Y,5,-80.00,,,0.00,,-80.00,,,,Y,
"15,610.00",,BOSKO RESTAURANT,,,,Y,5,"1,080.00",,,540.00,,540.00,,,,Y,
"15,611.00",,JOEY'S BBQ,,,,Y,5,270.00,,,715.00,,-445.00,,,,Y,
"15,613.00",,CIRCLE CITY PIZZA & WINGS,,,,Y,5,160.00,,,160.00,,0.00,,,,,
"15,617.00",,TEJAS DUNES DAIRY,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"15,620.00",,PHO THO,,,,Y,5,360.00,,,360.00,,0.00,,,,,
"15,622.00",,MYUNG GA TOFU & KOREAN BBQ,,,,Y,5,202.50,,,202.50,,0.00,,,,,
"15,624.00",,CAL MICRO RECYCLING,,,,Y,5,"18,248.49",,,"18,248.49",,0.00,,,,,
"15,626.00",,ROCKY MOUNTAIN BEAR BAITS,,,,,120,"3,804.70",,,"3,804.70",,0.00,,,,,
"15,627.00",,SEA VIEW,,,,,5,250.00,,,250.00,,0.00,,,,,
"15,628.00",,"BIG DE FARMS, LP",,,,,30,"128,986.09",,,"97,213.25",,"31,772.84",,,,,
"15,631.00",,INTEGRIA FREIGHT FORWARD,,,,,1,"1,050.00",,,"1,050.00",,0.00,,,,,
"15,632.00",,FLOR DE JALISCO,,,,Y,5,600.00,,,600.00,,0.00,,,,,
"15,633.00",,PRESS-SEAL CORPORATION,,,,Y,30,"159,650.53",,,"147,930.41",,"11,720.12",,,,Y,
"15,635.00",,THE EATING ROOM,,,,Y,5,375.00,,,250.00,,125.00,,,,Y,
"15,636.00",,JIMMY JOHNS- SB,,,,Y,5,125.00,,,125.00,,0.00,,,,,
"15,637.00",,STANDARD CATERING,,,,Y,5,"2,155.00",,,"2,155.00",,0.00,,,,,
"15,638.00",,POKI RITO,,,,Y,5,500.00,,,500.00,,0.00,,,,,
"15,639.00",,PANDA WOK,,,,Y,5,405.00,,,405.00,,0.00,,,,,
"15,640.00",,JD'S BAR AND GRILL,,,,Y,5,375.00,,,375.00,,0.00,,,,,
"15,643.00",,LOS CACHETONES,,,,Y,5,202.50,,,202.50,,0.00,,,,,
"15,645.00",,BURGER RUSH,,,,Y,5,125.00,,,125.00,,0.00,,,,,
"15,646.00",,BUCKET CRAB #3,,,,Y,5,375.00,,,0.00,,375.00,,,,Y,
"15,647.00",,CANTON BISTRO,,,,,5,750.00,,,750.00,,0.00,,,,,
"15,648.00",,GOLDEN DRAGON,,,,,5,250.00,,,250.00,,0.00,,,,,
"15,654.00",,TOOL & TYRE ACCESSORIES,,,,,10,0.00,,,0.00,,0.00,,,,,
"15,655.00",,ROLANDO TACO SHOP,,,,Y,5,0.00,,,0.00,,0.00,,,,,
"15,658.00",,JUANA'S CAFE,,,,Y,5,607.50,,,607.50,,0.00,,,,,
"15,659.00",,GOLDEN CORRAL- LAKE ELSINORE,,,,Y,5,"1,200.00",,,"1,200.00",,0.00,,,,,
"15,660.00",,GRUPO LLANTERO SAN MARTIN,,,,,5,0.00,,,0.00,,0.00,,,,,
"15,661.00",,WING STOP- SD,,,,Y,5,750.00,,,500.00,,250.00,,,,Y,
"15,662.00",,NOZARU,,,,Y,5,640.00,,,640.00,,0.00,,,,,
"15,663.00",,O'REILLY AUTO PARTS,,,,,5,34.00,,,34.00,,0.00,,,,,
"15,667.00",,BRAVO BURGERS,,,,Y,5,960.00,,,960.00,,0.00,,,,,
"15,669.00",,LOS TAQUITOS,,,,Y,5,285.00,,,190.00,,95.00,,,,Y,
"15,672.00",,SLM WASTE & RECYCLING SERVICES,,,,Y,30,"4,910.00",,,"2,290.00",,"2,620.00",,,,Y,
"15,678.00",,CARNIVAL SUPER MARKET,,,,Y,5,"3,145.00",,,"3,145.00",,0.00,,,,,
"15,679.00",,OUR PLACE,,,,Y,5,270.00,,,270.00,,0.00,,,,,
"15,680.00",,EL AGUILA REAL,,,,Y,5,480.00,,,240.00,,240.00,,,,Y,
"15,681.00",,GIANT PIZZA KING,,,,Y,5,0.00,,,0.00,,0.00,,,,,
"15,682.00",,EDIBLE ARRANGMENTS,,,,,5,0.00,,,0.00,,0.00,,,,,
"15,684.00",,THE STATION TAP HOUSE,,,,Y,5,240.00,,,240.00,,0.00,,,,,
"15,686.00",,BURROS & FRIES,,,,Y,1,405.00,,,270.00,,135.00,,,,Y,
"15,689.00",,"KB CUSTOM AG SERVICES, LLC",,,,,30,"31,730.00",,,"31,730.00",,0.00,,,,,
"15,690.00",,ARYZTA BAKERY,,,,Y,30,"5,545.00",,,"3,340.00",,"2,205.00",,,,Y,
"15,691.00",,WABA GRILL- FONTANA,,,,Y,5,202.50,,,202.50,,0.00,,,,,
"15,695.00",,SUNSHINE PANCAKES,,,,Y,5,100.00,,,100.00,,0.00,,,,,
"15,703.00",,YOON'S MAKI YAKIE INC,,,,Y,5,202.50,,,202.50,,0.00,,,,,
"15,704.00",,BRAND WEST DAIRY,,,,,30,"42,568.52",,,"42,568.52",,0.00,,,,,
"15,707.00",,WENDY'S,,,,Y,5,600.00,,,600.00,,0.00,,,,,
"15,708.00",,HAPPY FAMILY VEGETARIAN,,,,Y,5,202.50,,,0.00,,202.50,,,,Y,
"15,710.00",,TRI STAR DAIRY,,,,,30,"33,532.80",,,"33,532.80",,0.00,,,,,
"15,712.00",,SEA MARKET,,,,,5,405.00,,,405.00,,0.00,,,,,
"15,713.00",,BEL-AIR SWAP MEET,,,,,5,322.00,,,405.00,,-83.00,,,,,
"15,715.00",,ANNIES FINE BURGERS -SANTEE,,,,,5,0.00,,,0.00,,0.00,,,,,
"15,716.00",,TAQUERIA GUERRERO,,,,Y,5,270.00,,,270.00,,0.00,,,,,
"15,717.00",,ARCO,,,,,5,750.00,,,750.00,,0.00,,,,,
"15,718.00",,FOURTH ST. MILL,,,,Y,5,200.00,,,200.00,,0.00,,,,,
"15,720.00",,WABA GRILL-SB,,,,Y,5,648.00,,,324.00,,324.00,,,,Y,
"15,723.00",,SERRANO'S JUICE & GRILL,,,,,5,250.00,,,250.00,,0.00,,,,,
"15,724.00",,THIEN HAO,,,,Y,5,80.00,,,80.00,,0.00,,,,,
"15,725.00",,SUSHI DINER 2,,,,Y,5,210.00,,,210.00,,0.00,,,,,
"15,726.00",,NONNAS ITALIAN,,,,Y,5,125.00,,,125.00,,0.00,,,,,
"15,729.00",,SUSHI N I,,,,Y,5,250.00,,,250.00,,0.00,,,,,
"15,730.00",,LOS CARNALES,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"15,731.00",,THE IRON,,,,Y,5,0.00,,,0.00,,0.00,,,,,
"15,732.00",,"BRENNTAG PACIFIC, INC.",,,,,30,"1,790.00",,,"1,790.00",,0.00,,,,,
"15,733.00",,A DOUNGRESTAURANT,,,,Y,5,324.00,,,324.00,,0.00,,,,,
"15,738.00",,BIG BEAR AIRPORT,,,,Y,5,"1,300.00",,,"1,300.00",,0.00,,,,,
"15,739.00",,SUSHI DINER,,,,Y,5,490.00,,,490.00,,0.00,,,,,
"15,740.00",,RAKI RAKI,,,,,30,600.00,,,600.00,,0.00,,,,,
"15,741.00",,POKI RITO- CONVOY,,,,,30,780.00,,,780.00,,0.00,,,,,
"15,742.00",,EL CAMPANARIO RESTAURANT,,,,Y,5,0.00,,,0.00,,0.00,,,,,
"15,743.00",,CARNIVAL SUPER MARKET #2,,,,Y,5,420.00,,,420.00,,0.00,,,,,
"15,744.00",,THAI PLACE,,,,Y,5,540.00,,,270.00,,270.00,,,,Y,
"15,746.00",,TACO BELL #26788,,,,Y,5,675.00,,,675.00,,0.00,,,,,
"15,748.00",,GOLDEN CORRAL - SB,,,,Y,5,960.00,,,960.00,,0.00,,,,,
"15,749.00",,COWIFORNIA DREAMIN DAIRY,,,,,30,"78,647.58",,,"67,735.28",,"10,912.30",,,,,
"15,752.00",,PHO T&T,,,,Y,5,810.00,,,810.00,,0.00,,,,,
"15,754.00",,COMPLETE RECYCLING,,,,Y,60,"344,749.91",,,"206,651.50",,"138,098.41",,,,Y,
"15,785.00",,MARISCOCOS CULIACAN,,,,Y,5,250.00,,,250.00,,0.00,,,,,
"15,786.00",,STEAK & BURGER,,,,Y,5,270.00,,,270.00,,0.00,,,,,
"15,788.00",,FORRAJES GUTIERREZ SA DE CV,,,,Y,30,"63,364.24",,,"63,407.62",,-43.38,,,,Y,
"15,789.00",,THE TROPICALE,,,,Y,5,375.00,,,375.00,,0.00,,,,,
"15,790.00",,EL OJO DE AGUA TAQUERIA,,,,Y,5,600.00,,,600.00,,0.00,,,,,
"15,791.00",,MCDONALDS-31005,,,,Y,1,250.00,,,250.00,,0.00,,,,,
"15,792.00",,DANIEL BRASIL DAIRY,,,,Y,15,"17,846.50",,,"17,846.50",,0.00,,,,Y,
"15,793.00",,SIEU SIEU BBQ,,,,Y,5,320.00,,,240.00,,80.00,,,,Y,
"15,794.00",,PANDA WOK 2,,,,Y,5,202.50,,,0.00,,202.50,,,,Y,
"15,796.00",,GOLDEN PIZZA FONTANA,,,,Y,5,180.00,,,180.00,,0.00,,,,,
"15,797.00",,LOUISIANA FRIED CHICKEN FONTAN,,,,Y,5,240.00,,,160.00,,80.00,,,,Y,
"15,798.00",,PHO 4 QUEEN,,,,Y,5,160.00,,,160.00,,0.00,,,,,
"15,802.00",,JUAN COLORADO,,,,Y,5,500.00,,,400.00,,100.00,,,,Y,
"15,803.00",,TALAY THAI,,,,Y,5,250.00,,,250.00,,0.00,,,,,
"15,808.00",,PANDA WOK PERRIS,,,,Y,5,345.00,,,172.50,,172.50,,,,Y,
"15,810.00",,BON SUISSE INC,,,,,30,"3,060.00",,,"3,060.00",,0.00,,,,,
"15,811.00",,UNIVERSITY BAR & GRILL,,,,,5,270.00,,,270.00,,0.00,,,,,
"15,818.00",,LUMPIA HOUSE,,,,Y,5,80.00,,,80.00,,0.00,,,,,
"15,822.00",,J/WATA,,,,,30,120.00,,,120.00,,0.00,,,,,
"15,829.00",,"TULS DAIRY FARMS, LLC",,,,,30,"33,677.47",,,"33,677.47",,0.00,,,,,
"15,832.00",,BUSHFIRE KITCHEN- DEL MAR,,,,Y,1,390.00,,,390.00,,0.00,,,,,
"15,833.00",,INTEGRATED FOOD SERVICE,,,,,30,700.00,,,700.00,,0.00,,,,,
"15,837.00",,FRIENDS CAFE,,,,Y,1,80.00,,,80.00,,0.00,,,,,
"15,838.00",,PEPSICO INC.- WALNUT,,,,Y,60,"30,200.00",,,"20,150.00",,"10,050.00",,,,Y,
"15,841.00",,"FRITO LAY, INC - MANTECA",,,,,90,"4,719.99",,,"1,350.00",,"3,369.99",,,,,
"15,842.00",,JT'S PUB,,,,Y,1,-80.00,,,0.00,,-80.00,,,,Y,
"15,843.00",,FRUIT FILLINGS INC,,,,,30,700.00,,,600.00,,100.00,,,,,
"15,845.00",,GOODY'S CAFE- PALM DESERT,,,,Y,5,500.00,,,500.00,,0.00,,,,,
"15,846.00",,AMYS MEXICAN FOOD,,,,Y,5,480.00,,,480.00,,0.00,,,,,
"15,847.00",,EL CHARRO,,,,Y,5,0.00,,,0.00,,0.00,,,,,
